Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
158,Royce O'Neale,SF,28,UTA,6,6,31.3,2.3,5.8,.400,1.2,4.2,.280,1.2,1.7,.700,.500,0.3,0.3,1.000,1.0,4.7,5.7,1.5,0.5,0.2,0.5,2.7,6.2,2022
159,Josh Okogie,SG,23,MIN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
160,Onyeka Okongwu,C,21,ATL,5,1,21.6,1.8,3.2,.563,0.0,0.0,,1.8,3.2,.563,.563,1.6,2.0,.800,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,5.2,2022
161,Victor Oladipo,SG,29,MIA,15,1,24.5,3.3,9.1,.368,1.1,4.1,.274,2.2,4.9,.446,.430,2.8,3.5,.792,0.3,3.1,3.4,2.1,1.3,0.3,1.7,1.9,10.6,2022
162,Eric Paschall,PF,25,UTA,4,0,6.0,0.8,1.5,.500,0.3,0.5,.500,0.5,1.0,.500,.583,0.3,0.3,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.8,2.0,2022
163,Chris Paul,PG,36,PHO,13,13,34.5,6.7,11.9,.561,1.5,3.8,.388,5.2,8.2,.642,.623,2.7,2.8,.946,0.5,3.6,4.2,8.3,1.5,0.2,2.4,3.1,17.5,2022
164,Cameron Payne,PG,27,PHO,13,0,13.2,1.7,5.7,.297,0.4,2.3,.167,1.3,3.4,.386,.331,0.4,0.5,.833,0.2,1.4,1.5,2.1,0.5,0.1,1.0,1.9,4.2,2022
165,Elfrid Payton,PG,27,PHO,2,0,4.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,2022
166,Gary Payton II,SG,29,GSW,12,2,16.9,2.4,3.7,.659,0.7,1.3,.533,1.8,2.4,.724,.750,1.0,1.5,.667,1.1,2.0,3.1,1.3,1.2,0.6,0.5,1.9,6.5,2022
167,Jordan Poole,SG,22,GSW,22,5,27.5,5.9,11.5,.508,2.3,5.8,.391,3.6,5.7,.627,.606,3.0,3.2,.915,0.5,2.4,2.8,3.8,0.8,0.4,2.4,2.8,17.0,2022
168,Otto Porter Jr.,PF,28,GSW,19,3,19.5,2.0,4.1,.494,1.0,2.5,.404,1.0,1.6,.633,.617,0.4,0.5,.778,0.6,2.8,3.4,1.8,0.9,0.3,0.6,1.8,5.4,2022
169,Bobby Portis,C,26,MIL,12,5,24.8,4.0,9.6,.417,1.2,3.9,.298,2.8,5.7,.500,.478,1.4,1.8,.773,2.1,7.9,10.0,0.8,0.4,0.3,1.3,2.2,10.6,2022
170,Dwight Powell,C,30,DAL,18,18,13.8,1.2,1.9,.629,0.0,0.1,.000,1.2,1.8,.667,.629,0.8,1.3,.609,0.9,1.7,2.6,0.2,0.2,0.3,0.5,2.2,3.2,2022
171,Taurean Prince,PF,27,MIN,5,0,13.0,2.0,5.4,.370,0.8,2.8,.286,1.2,2.6,.462,.444,1.2,1.4,.857,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1.0,6.0,2022
172,Payton Pritchard,PG,24,BOS,24,0,12.9,1.8,4.3,.422,1.0,3.0,.333,0.8,1.3,.633,.539,0.2,0.3,.667,0.4,1.5,1.9,1.6,0.3,0.1,0.4,1.0,4.8,2022
173,Paul Reed,C,22,PHI,12,0,11.7,1.6,3.0,.528,0.2,0.3,.667,1.4,2.8,.515,.556,0.3,0.6,.571,1.8,2.0,3.8,0.8,0.8,0.5,0.8,2.4,3.7,2022
174,Naz Reid,C,22,MIN,5,0,10.8,1.4,3.4,.412,0.6,1.4,.429,0.8,2.0,.400,.500,1.4,1.4,1.000,0.4,2.4,2.8,0.0,0.2,1.2,1.0,2.8,4.8,2022
175,Austin Rivers,SG,29,DEN,5,0,21.6,1.6,3.6,.444,0.8,2.4,.333,0.8,1.2,.667,.556,0.2,0.2,1.000,0.0,0.6,0.6,1.2,1.4,0.2,0.8,3.0,4.2,2022
176,Duncan Robinson,SG,27,MIA,13,0,12.2,1.9,4.4,.439,1.4,3.6,.383,0.5,0.8,.700,.596,0.4,0.5,.833,0.2,1.6,1.8,0.4,0.3,0.1,0.2,1.7,5.6,2022
177,D'Angelo Russell,PG,25,MIN,6,6,32.7,4.0,12.0,.333,2.0,5.2,.387,2.0,6.8,.293,.417,2.0,2.7,.750,0.0,2.5,2.5,6.7,1.5,0.0,2.8,2.8,12.0,2022
178,Landry Shamet,SG,24,PHO,12,0,16.0,1.6,4.0,.396,0.8,2.2,.346,0.8,1.8,.455,.490,0.4,0.6,.714,0.3,1.4,1.7,1.3,0.5,0.0,0.6,0.8,4.3,2022
179,Day'Ron Sharpe,PF,20,BRK,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
180,Pascal Siakam,PF,27,TOR,6,6,43.3,8.5,17.8,.477,0.7,2.8,.235,7.8,15.0,.522,.495,5.2,6.0,.861,1.3,5.8,7.2,5.8,1.2,1.0,2.2,4.0,22.8,2022
181,Marcus Smart,PG,27,BOS,21,21,36.2,5.4,13.3,.405,2.3,6.5,.350,3.1,6.8,.458,.491,2.4,3.0,.806,1.0,3.6,4.5,5.9,1.2,0.2,2.5,3.4,15.4,2022
182,Jaden Springer,SG,19,PHI,5,0,2.6,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.0,0.0,0.2,1.2,2022
183,Nik Stauskas,SG,28,BOS,13,0,1.8,0.2,0.9,.250,0.2,0.8,.300,0.0,0.2,.000,.375,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,2022
184,Max Strus,SF,25,MIA,18,18,29.1,3.8,10.1,.374,2.6,7.9,.331,1.2,2.2,.525,.503,0.7,1.0,.722,0.8,3.2,4.1,2.1,0.8,0.4,1.1,3.1,10.9,2022
185,Jayson Tatum,SF,23,BOS,24,24,41.0,8.4,19.7,.426,3.2,8.2,.393,5.2,11.5,.449,.507,5.7,7.1,.800,1.0,5.7,6.7,6.2,1.2,0.9,4.2,3.0,25.6,2022
186,Garrett Temple,SG,35,NOP,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
187,Daniel Theis,C,29,BOS,16,5,12.5,1.9,3.2,.588,0.2,0.9,.214,1.7,2.3,.730,.618,0.4,0.5,.750,0.8,2.4,3.3,0.7,0.3,0.5,0.7,1.6,4.3,2022
188,Cam Thomas,SG,20,BRK,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
189,Klay Thompson,SG,31,GSW,22,22,36.0,7.2,16.7,.429,3.5,9.1,.385,3.7,7.6,.482,.534,1.2,1.4,.867,0.3,3.6,3.9,2.3,1.1,0.7,1.3,2.1,19.0,2022
190,Tristan Thompson,PF,30,CHI,5,0,7.6,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.4,1.2,1.6,0.4,0.2,0.0,1.0,0.8,0.8,2022
191,Matisse Thybulle,SG,24,PHI,9,0,15.2,1.2,2.7,.458,0.4,1.6,.286,0.8,1.1,.700,.542,0.1,0.3,.333,0.2,0.8,1.0,0.4,0.8,0.8,0.2,1.7,3.0,2022
192,Xavier Tillman Sr.,PF,23,MEM,9,6,15.4,2.0,2.8,.720,0.1,0.2,.500,1.9,2.6,.739,.740,0.3,0.7,.500,1.4,1.9,3.3,0.7,0.7,0.1,1.1,1.8,4.4,2022
193,Juan Toscano-Anderson,SF,28,GSW,14,0,3.5,0.3,0.7,.400,0.1,0.4,.400,0.1,0.4,.400,.500,0.1,0.2,.333,0.0,0.7,0.7,0.6,0.1,0.1,0.6,0.2,0.8,2022
194,Karl-Anthony Towns,C,26,MIN,6,6,37.0,6.5,13.3,.488,1.7,3.7,.455,4.8,9.7,.500,.550,7.2,8.3,.860,1.8,9.0,10.8,2.2,0.7,2.0,4.5,4.2,21.8,2022
195,Gary Trent Jr.,SG,23,TOR,6,6,33.2,5.2,13.7,.378,2.2,6.5,.333,3.0,7.2,.419,.457,2.8,3.2,.895,0.2,1.5,1.7,1.3,1.0,0.5,0.5,1.8,15.3,2022
196,P.J. Tucker,PF,36,MIA,18,18,28.3,3.0,6.1,.495,1.3,2.8,.451,1.7,3.2,.534,.601,0.6,0.9,.688,1.9,3.7,5.7,1.8,0.8,0.3,0.7,2.8,7.9,2022
197,Rayjon Tucker,SG,24,MIL,8,0,2.4,0.1,0.4,.333,0.0,0.1,.000,0.1,0.3,.500,.333,0.0,0.0,,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.3,2022
198,Jonas Valančiūnas,C,29,NOP,6,6,29.2,5.5,11.3,.485,0.2,1.0,.167,5.3,10.3,.516,.493,3.3,4.3,.769,5.5,8.8,14.3,3.0,0.7,0.2,2.0,2.8,14.5,2022
199,Jarred Vanderbilt,PF,22,MIN,6,6,21.5,2.2,4.5,.481,0.0,0.0,,2.2,4.5,.481,.481,1.2,1.7,.700,2.0,5.2,7.2,0.7,1.2,0.3,0.8,2.7,5.5,2022
200,Fred VanVleet,PG,27,TOR,4,4,35.0,4.8,13.5,.352,3.0,9.0,.333,1.8,4.5,.389,.463,1.3,1.5,.833,0.5,2.5,3.0,6.3,1.8,1.0,1.0,3.0,13.8,2022
201,Luca Vildoza,PG,26,MIL,7,0,2.4,0.3,0.9,.333,0.1,0.7,.200,0.1,0.1,1.000,.417,0.0,0.0,,0.1,0.1,0.3,0.6,0.3,0.0,0.0,0.3,0.7,2022
202,Gabe Vincent,PG,25,MIA,18,8,23.5,2.8,7.3,.382,1.4,4.5,.309,1.4,2.8,.500,.477,1.1,1.1,.950,0.2,1.8,1.9,3.2,0.8,0.3,1.4,2.3,8.0,2022
203,Nikola Vučević,C,31,CHI,5,5,36.2,8.0,18.2,.440,2.6,8.4,.310,5.4,9.8,.551,.511,0.8,1.0,.800,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,2022
204,Ish Wainright,PF,27,PHO,7,0,3.7,0.7,1.7,.417,0.4,0.9,.500,0.3,0.9,.333,.542,0.0,0.0,,1.0,0.6,1.6,0.1,0.1,0.1,0.4,0.3,1.9,2022
205,Yuta Watanabe,SF,27,TOR,4,0,2.5,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,2022
206,Coby White,PG,21,CHI,5,0,19.6,3.0,9.0,.333,1.6,5.8,.276,1.4,3.2,.438,.422,0.8,1.0,.800,0.0,3.4,3.4,1.8,0.2,0.0,1.2,1.0,8.4,2022
207,Derrick White,SG,27,BOS,23,3,25.4,2.8,7.7,.364,1.1,3.6,.313,1.7,4.0,.409,.438,1.8,2.2,.824,0.3,2.7,3.0,2.7,0.9,0.6,1.3,2.0,8.5,2022
208,Hassan Whiteside,C,32,UTA,6,0,10.8,0.8,2.0,.417,0.0,0.0,,0.8,2.0,.417,.417,0.2,0.7,.250,1.3,3.8,5.2,0.0,0.3,1.3,0.0,1.5,1.8,2022
209,Andrew Wiggins,SF,26,GSW,22,22,34.9,6.5,13.9,.469,1.6,4.8,.333,4.9,9.1,.540,.526,1.9,3.0,.646,2.5,5.0,7.5,1.8,1.0,1.0,1.4,2.5,16.5,2022
210,Grant Williams,PF,23,BOS,24,5,27.3,2.7,6.3,.433,1.5,3.7,.393,1.3,2.5,.492,.550,1.8,2.2,.808,1.0,2.8,3.8,0.8,0.3,0.8,0.8,3.5,8.6,2022
211,Patrick Williams,PF,20,CHI,5,5,30.6,4.4,9.4,.468,1.4,4.2,.333,3.0,5.2,.577,.543,1.6,2.2,.727,1.2,4.2,5.4,0.8,1.0,0.6,1.4,3.0,11.8,2022
212,Robert Williams,C,24,BOS,17,15,23.2,3.1,4.6,.679,0.0,0.1,.000,3.1,4.5,.688,.679,1.5,1.6,.893,2.5,3.6,6.2,1.0,0.7,2.2,0.6,2.0,7.7,2022
213,Ziaire Williams,SF,20,MEM,10,1,16.8,2.3,5.2,.442,1.1,3.6,.306,1.2,1.6,.750,.548,1.2,1.3,.923,0.4,1.2,1.6,0.5,0.5,0.0,0.2,1.4,6.9,2022
214,Delon Wright,SG,29,ATL,5,0,27.4,3.0,5.8,.517,1.0,2.6,.385,2.0,3.2,.625,.603,1.2,1.8,.667,2.2,2.6,4.8,2.8,0.8,0.2,1.0,0.4,8.2,2022
215,Thaddeus Young,PF,33,TOR,6,0,14.5,1.5,3.0,.500,0.2,1.2,.143,1.3,1.8,.727,.528,0.2,0.7,.250,1.2,1.8,3.0,1.7,0.8,0.2,0.5,1.3,3.3,2022
216,Trae Young,PG,23,ATL,5,5,37.2,4.4,13.8,.319,1.4,7.6,.184,3.0,6.2,.484,.370,5.2,6.6,.788,1.0,4.0,5.0,6.0,0.6,0.0,6.2,2.6,15.4,2022
217,Omer Yurtseven,C,23,MIA,9,0,4.2,1.3,2.0,.667,0.0,0.2,.000,1.3,1.8,.750,.667,0.1,0.3,.333,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.2,2.8,2022
1,Bam Adebayo,C,25,MIA,23,23,37.0,7.3,15.1,.481,0.0,0.1,.000,7.3,15.0,.485,.481,3.4,4.1,.821,2.7,7.1,9.9,3.7,0.9,0.7,2.7,3.1,17.9,2023
2,Santi Aldama,PF,22,MEM,6,0,16.8,2.5,5.5,.455,1.2,2.5,.467,1.3,3.0,.444,.561,0.3,0.3,1.000,1.2,3.2,4.3,1.2,0.5,0.0,0.3,0.8,6.5,2023
3,Nickeil Alexander-Walker,SG,24,MIN,5,4,29.6,3.0,7.0,.429,2.0,5.0,.400,1.0,2.0,.500,.571,0.4,0.6,.667,0.2,1.8,2.0,1.4,0.6,0.2,0.8,1.8,8.4,2023
4,Grayson Allen,SG,27,MIL,5,5,29.8,3.8,8.2,.463,2.8,5.8,.483,1.0,2.4,.417,.634,1.2,1.4,.857,0.2,2.2,2.4,1.8,0.4,0.0,0.8,1.4,11.6,2023
5,Jarrett Allen,C,24,CLE,5,5,38.2,4.4,7.2,.611,0.0,0.0,,4.4,7.2,.611,.611,0.6,1.2,.500,3.0,4.4,7.4,2.4,0.8,1.0,0.6,2.0,9.4,2023
6,Kyle Anderson,PF,29,MIN,4,0,26.0,3.8,7.5,.500,0.5,1.5,.333,3.3,6.0,.542,.533,0.5,0.5,1.000,0.8,3.3,4.0,4.5,1.8,0.5,1.5,3.3,8.5,2023
7,Giannis Antetokounmpo,PF,28,MIL,3,3,30.3,9.3,17.7,.528,0.0,1.0,.000,9.3,16.7,.560,.528,4.7,10.3,.452,2.7,8.3,11.0,5.3,0.3,0.7,4.7,3.0,23.3,2023
8,Thanasis Antetokounmpo,PF,30,MIL,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
9,Deandre Ayton,C,24,PHO,10,10,31.9,6.1,11.1,.550,0.0,0.0,,6.1,11.1,.550,.550,1.2,2.3,.522,2.9,6.8,9.7,1.0,0.6,0.7,1.7,3.5,13.4,2023
10,Patrick Baldwin Jr.,SF,20,GSW,3,0,3.7,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,2023
11,Mo Bamba,C,24,LAL,3,0,3.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,0.0,2023
12,Desmond Bane,SG,24,MEM,6,6,38.5,8.2,19.3,.422,2.7,8.3,.320,5.5,11.0,.500,.491,4.5,4.8,.931,1.2,4.8,6.0,3.2,0.5,0.0,2.8,3.2,23.5,2023
13,Harrison Barnes,PF,30,SAC,7,7,28.0,3.6,8.6,.417,0.9,3.6,.240,2.7,5.0,.543,.467,2.7,3.7,.731,1.4,2.0,3.4,0.7,1.1,0.3,0.4,0.7,10.7,2023
14,RJ Barrett,SG,22,NYK,11,11,34.3,6.5,14.9,.433,1.8,5.5,.328,4.6,9.4,.495,.494,4.5,5.9,.769,0.5,4.0,4.5,2.8,0.8,0.2,2.3,2.3,19.3,2023
15,Nicolas Batum,PF,34,LAC,5,3,18.4,1.6,3.8,.421,1.2,3.4,.353,0.4,0.4,1.000,.579,0.0,0.0,,0.2,2.0,2.2,1.2,0.4,0.4,0.4,2.0,4.4,2023
16,Malik Beasley,SG,26,LAL,11,0,8.3,0.9,3.1,.294,0.6,2.4,.269,0.3,0.7,.375,.397,0.5,0.5,1.000,0.3,0.5,0.7,0.2,0.1,0.0,0.2,0.5,3.0,2023
17,MarJon Beauchamp,SF,22,MIL,2,0,2.5,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2023
18,Saddiq Bey,SF,23,ATL,6,0,22.2,2.5,6.7,.375,1.2,3.0,.389,1.3,3.7,.364,.463,1.3,1.5,.889,1.2,2.8,4.0,1.0,0.5,0.0,0.3,0.5,7.5,2023
19,Bismack Biyombo,C,30,PHO,8,0,9.8,1.1,2.0,.563,0.0,0.0,,1.1,2.0,.563,.563,1.1,2.3,.500,1.3,2.1,3.4,0.8,0.0,1.3,0.8,2.3,3.4,2023
20,Bogdan Bogdanović,SG,30,ATL,6,1,26.2,5.0,9.0,.556,2.5,5.5,.455,2.5,3.5,.714,.694,0.8,1.2,.714,0.3,2.7,3.0,2.5,1.0,0.8,0.5,2.7,13.3,2023
21,Devin Booker,SG,26,PHO,11,11,41.7,12.8,21.9,.585,2.8,5.5,.508,10.0,16.4,.611,.649,5.3,6.1,.866,1.1,3.7,4.8,7.2,1.7,0.8,2.9,3.4,33.7,2023
22,Brandon Boston Jr.,SF,21,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023
23,Christian Braun,SG,21,DEN,19,0,13.0,1.3,2.4,.533,0.1,0.5,.200,1.2,1.8,.629,.556,0.6,1.0,.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,1.5,3.2,2023
24,Mikal Bridges,SG,26,BRK,4,4,39.3,8.3,19.3,.429,2.5,6.3,.400,5.8,13.0,.442,.494,4.5,5.8,.783,0.5,4.8,5.3,4.0,0.5,0.5,2.0,1.3,23.5,2023
25,Malcolm Brogdon,PG,30,BOS,19,0,24.9,4.3,10.3,.418,1.7,4.6,.379,2.6,5.7,.450,.503,1.5,1.8,.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,1.5,11.9,2023
26,Dillon Brooks,SF,27,MEM,6,6,27.8,4.0,12.8,.312,1.7,7.0,.238,2.3,5.8,.400,.377,0.8,1.2,.714,0.5,2.5,3.0,1.8,0.2,0.0,1.2,3.3,10.5,2023
27,Bruce Brown,SF,26,DEN,20,0,26.5,4.5,8.8,.511,0.9,2.9,.316,3.6,6.0,.605,.563,2.1,2.5,.857,0.8,3.3,4.0,1.9,1.1,0.5,1.2,2.5,12.0,2023
28,Jaylen Brown,SF,26,BOS,20,20,37.6,9.1,18.3,.496,2.0,5.7,.354,7.1,12.6,.560,.551,2.6,3.7,.689,1.3,4.4,5.6,3.4,1.1,0.4,3.3,3.1,22.7,2023
29,Troy Brown Jr.,SF,23,LAL,12,0,10.3,0.8,2.3,.357,0.2,1.3,.133,0.7,1.1,.615,.393,0.0,0.0,,0.3,1.7,2.0,0.9,0.2,0.1,0.0,0.3,1.8,2023
30,Jalen Brunson,PG,26,NYK,11,11,40.3,9.9,20.9,.474,2.4,7.3,.325,7.5,13.6,.553,.530,5.6,6.2,.912,0.8,4.1,4.9,5.6,1.5,0.1,2.1,2.4,27.8,2023
31,Thomas Bryant,C,25,DEN,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
32,Jimmy Butler,PF,33,MIA,22,22,39.7,9.4,20.1,.468,1.3,3.5,.359,8.1,16.5,.492,.500,6.8,8.5,.806,2.1,4.3,6.5,5.9,1.8,0.6,1.9,1.7,26.9,2023
33,Kentavious Caldwell-Pope,SG,29,DEN,20,20,33.6,3.7,8.1,.457,1.8,4.6,.380,2.0,3.5,.557,.565,1.5,1.8,.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,2.4,10.6,2023
34,Vlatko Čančar,PF,25,DEN,5,0,2.0,0.0,1.0,.000,0.0,0.8,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,2023
35,Clint Capela,C,28,ATL,6,6,25.2,3.8,6.3,.605,0.0,0.0,,3.8,6.3,.605,.605,0.7,1.0,.667,2.5,5.8,8.3,0.5,1.0,0.5,0.7,0.8,8.3,2023
36,Jevon Carter,PG,27,MIL,4,0,12.3,0.5,2.3,.222,0.3,1.8,.143,0.3,0.5,.500,.278,0.0,0.0,,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.3,1.3,2023
37,Justin Champagnie,SF,21,BOS,4,0,2.5,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2023
38,Max Christie,SG,19,LAL,9,0,3.7,0.6,1.1,.500,0.1,0.4,.250,0.4,0.7,.667,.550,0.2,0.4,.500,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.0,1.4,2023
39,Nic Claxton,C,23,BRK,4,4,29.3,4.5,6.3,.720,0.0,0.0,,4.5,6.3,.720,.720,1.5,2.5,.600,1.3,6.8,8.0,1.5,0.3,1.8,0.8,2.0,10.5,2023
40,Amir Coffey,SF,25,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
41,John Collins,PF,25,ATL,6,6,27.3,4.3,10.0,.433,1.8,5.3,.344,2.5,4.7,.536,.525,0.8,1.0,.833,1.2,3.2,4.3,0.8,0.3,1.0,1.5,2.2,11.3,2023
42,Mike Conley,PG,35,MIN,5,5,36.6,4.0,8.4,.476,2.0,4.4,.455,2.0,4.0,.500,.595,2.0,2.2,.909,0.4,2.2,2.6,6.4,0.6,0.0,1.4,2.2,12.0,2023
43,Pat Connaughton,SF,30,MIL,4,0,22.0,4.3,7.5,.567,2.8,5.8,.478,1.5,1.8,.857,.750,0.8,1.0,.750,1.0,4.0,5.0,1.8,1.0,0.3,0.5,2.5,12.0,2023
44,Robert Covington,PF,32,LAC,2,0,6.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,2023
45,Torrey Craig,PF,32,PHO,11,5,16.6,2.4,4.1,.578,1.0,2.3,.440,1.4,1.8,.750,.700,0.7,0.8,.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,2.1,6.5,2023
46,Jae Crowder,PF,32,MIL,4,0,10.3,0.8,3.3,.231,0.0,1.5,.000,0.8,1.8,.429,.231,0.3,0.5,.500,0.3,0.8,1.0,0.8,0.5,0.0,0.3,1.3,1.8,2023
47,Seth Curry,SG,32,BRK,3,0,19.3,3.3,6.3,.526,1.0,3.0,.333,2.3,3.3,.700,.605,0.7,1.0,.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,2023
48,Stephen Curry,PG,34,GSW,13,13,37.9,11.2,23.9,.466,4.4,12.1,.363,6.8,11.8,.571,.558,3.8,4.5,.845,0.7,4.5,5.2,6.1,1.0,0.5,3.2,2.6,30.5,2023
49,Anthony Davis,C,29,LAL,16,16,38.0,8.3,15.9,.520,0.3,0.9,.333,7.9,14.9,.531,.530,5.8,6.8,.852,2.4,11.7,14.1,2.6,1.4,3.1,2.1,2.9,22.6,2023
50,Terence Davis,SG,25,SAC,4,0,14.5,2.0,5.0,.400,1.5,4.3,.353,0.5,0.8,.667,.550,0.5,0.5,1.000,0.5,1.8,2.3,1.5,0.3,0.0,0.5,3.0,6.0,2023
51,Dewayne Dedmon,C,33,PHI,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2023
52,Spencer Dinwiddie,PG,29,BRK,4,4,39.8,5.5,12.8,.431,1.8,4.5,.389,3.8,8.3,.455,.500,3.8,5.5,.682,0.3,3.0,3.3,6.5,1.3,0.3,3.0,1.8,16.5,2023
53,Donte DiVincenzo,SG,26,GSW,13,1,18.1,1.8,4.9,.375,1.2,3.4,.341,0.7,1.5,.450,.492,0.6,0.9,.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,1.5,5.5,2023
54,PJ Dozier,SF,26,SAC,3,0,2.0,1.0,2.0,.500,0.7,1.3,.500,0.3,0.7,.500,.667,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.7,2023
55,Goran Dragić,PG,36,MIL,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,2023
56,David Duke Jr.,SG,23,BRK,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2023
57,Kevin Durant,PF,34,PHO,11,11,42.4,9.7,20.4,.478,1.5,4.6,.333,8.2,15.7,.520,.516,8.0,8.7,.917,0.6,8.1,8.7,5.5,0.8,1.4,3.5,2.6,29.0,2023
58,Anthony Edwards,SG,21,MIN,5,5,39.8,11.0,22.8,.482,3.0,8.6,.349,8.0,14.2,.563,.548,6.6,7.8,.846,0.6,4.4,5.0,5.2,1.8,2.0,1.6,2.6,31.6,2023
59,Kessler Edwards,SF,22,SAC,6,0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2023
60,Joel Embiid,C,28,PHI,9,9,37.3,7.3,17.0,.431,0.6,3.1,.179,6.8,13.9,.488,.448,8.4,9.3,.905,1.8,8.0,9.8,2.7,0.7,2.8,3.9,3.0,23.7,2023
61,Dorian Finney-Smith,PF,29,BRK,4,4,25.3,2.3,5.8,.391,1.8,4.3,.412,0.5,1.5,.333,.543,0.0,0.0,,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,2023
62,De'Aaron Fox,PG,25,SAC,7,7,38.6,10.0,23.6,.424,3.0,9.0,.333,7.0,14.6,.480,.488,4.4,5.9,.756,1.7,3.7,5.4,7.7,2.1,0.6,4.0,3.3,27.4,2023
63,Wenyen Gabriel,C,25,LAL,10,0,3.7,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.2,0.3,.667,0.8,0.1,0.9,0.0,0.2,0.3,0.2,0.8,1.0,2023
